customer_id,first_name,last_name,gender,email,phone,city,state,country,loyalty_tier,signup_date,age_band,marketing_opt_in
25,Ananya,Patel,F,ananya.patel25@example.com,94121828240,New Delhi,DL,IN,Silver,2024-06-21,55+,True
26,Ananya,Gupta,F,ananya.gupta26@example.com,91744569999,Surat,GJ,IN,Bronze,2024-01-14,25-34,False
27,Neha,Sharma,F,neha.sharma27@example.com,95261404609,Jaipur,RJ,IN,Bronze,2025-07-11,25-34,True
28,Arjun,Verma,M,arjun.verma28@example.com,98436627316,Visakhapatnam,AP,IN,Gold,2024-07-12,18-24,True
29,Rohit,Patel,M,rohit.patel29@example.com,97050160836,Ahmedabad,GJ,IN,Bronze,2024-05-22,35-44,False
30,Rahul,Singh,M,rahul.singh30@example.com,99244106605,Indore,MP,IN,Bronze,2025-01-20,18-24,True
31,Karthik,Gupta,M,karthik.gupta31@example.com,98468107687,Surat,GJ,IN,Gold,2025-07-16,55+,True
32,Suresh,Reddy,M,suresh.reddy32@example.com,93303685814,Pune,MH,IN,Gold,2024-07-04,18-24,True
33,Aarav,Khan,M,aarav.khan33@example.com,99931380075,Kolkata,WB,IN,Gold,2024-02-23,45-54,False
34,Kunal,Sharma,M,kunal.sharma34@example.com,93843361466,Pune,MH,IN,Silver,2025-03-13,35-44,True
35,Rajat,Khan,M,rajat.khan35@example.com,97721106501,Pune,MH,IN,Bronze,2024-01-04,18-24,True
36,Riya,Iyer,F,riya.iyer36@example.com,92379558849,Indore,MP,IN,Bronze,2025-07-01,25-34,False
37,Vikram,Patel,M,vikram.patel37@example.com,93792913055,Chennai,TN,IN,Silver,2024-07-06,25-34,True
38,Arjun,Gupta,M,arjun.gupta38@example.com,93066904269,Visakhapatnam,AP,IN,Bronze,2025-07-21,35-44,True
39,Karthik,Verma,M,karthik.verma39@example.com,97248361920,Chennai,TN,IN,Silver,2024-08-31,35-44,False
40,Pooja,Iyer,F,pooja.iyer40@example.com,92179519763,Indore,MP,IN,Bronze,2024-04-26,45-54,True
41,Rajat,Iyer,M,rajat.iyer41@example.com,95397256407,New Delhi,DL,IN,Silver,2024-07-02,25-34,False
42,Rohit,Patel,M,rohit.patel42@example.com,95996782380,Kochi,KL,IN,Silver,2025-07-12,18-24,True
43,Vikram,Sharma,M,vikram.sharma43@example.com,99696087208,Lucknow,UP,IN,Silver,2024-04-15,35-44,True
44,Aanya,Sharma,F,aanya.sharma44@example.com,91160531055,Mumbai,MH,IN,Bronze,2025-06-28,45-54,False
45,Arjun,Iyer,M,arjun.iyer45@example.com,95776926314,Jaipur,RJ,IN,Silver,2025-06-29,25-34,True
46,Vihaan,Iyer,M,vihaan.iyer46@example.com,94832938776,Kolkata,WB,IN,Silver,2025-05-21,45-54,True
47,Rajat,Das,M,rajat.das47@example.com,93129961266,Kochi,KL,IN,Silver,2025-05-06,18-24,True
48,Neha,Verma,F,neha.verma48@example.com,92315559197,Nagpur,MH,IN,Gold,2025-04-21,25-34,True
49,Aanya,Sharma,F,aanya.sharma49@example.com,92489785504,Surat,GJ,IN,Bronze,2024-12-03,18-24,True
50,Karthik,Singh,M,karthik.singh50@example.com,92571773238,Lucknow,UP,IN,Bronze,2024-03-30,25-34,False
51,Suresh,Sharma,M,suresh.sharma51@example.com,93861919872,Chennai,TN,IN,Silver,2025-03-05,45-54,True
52,Rahul,Patel,M,rahul.patel52@example.com,93130703839,Ahmedabad,GJ,IN,Bronze,2025-05-26,25-34,True
53,Aarav,Singh,M,aarav.singh53@example.com,94362527245,Kochi,KL,IN,Silver,2025-06-05,45-54,True
54,Isha,Verma,F,isha.verma54@example.com,91892018274,Indore,MP,IN,Gold,2024-02-29,45-54,False
55,Diya,Singh,F,diya.singh55@example.com,98015297866,Nagpur,MH,IN,Silver,2024-12-25,18-24,True
56,Karthik,Kulkarni,M,karthik.kulkarni56@example.com,98718149296,Pune,MH,IN,Bronze,2025-03-30,25-34,True
57,Arjun,Khan,M,arjun.khan57@example.com,92257915698,Lucknow,UP,IN,Bronze,2024-04-06,18-24,True
58,Arjun,Verma,M,arjun.verma58@example.com,93947460079,Lucknow,UP,IN,Bronze,2024-08-31,35-44,True
59,Sneha,Reddy,F,sneha.reddy59@example.com,99247132174,Jaipur,RJ,IN,Bronze,2025-03-25,25-34,False
60,Ananya,Das,F,ananya.das60@example.com,98239526450,Hyderabad,TS,IN,Silver,2024-07-10,35-44,True
61,Diya,Khan,F,diya.khan61@example.com,92821641337,Indore,MP,IN,Silver,2024-10-20,18-24,True
62,Kunal,Gupta,M,kunal.gupta62@example.com,97531440653,Hyderabad,TS,IN,Bronze,2025-05-17,45-54,True
63,Meera,Kulkarni,F,meera.kulkarni63@example.com,98207957583,Bengaluru,KA,IN,Silver,2024-09-16,35-44,False
64,Vihaan,Das,M,vihaan.das64@example.com,96310683057,Nagpur,MH,IN,Bronze,2025-04-02,25-34,True
65,Diya,Verma,F,diya.verma65@example.com,96151874625,Lucknow,UP,IN,Bronze,2025-01-31,35-44,False
66,Arjun,Patel,M,arjun.patel66@example.com,96396340973,Surat,GJ,IN,Gold,2024-11-01,18-24,True
67,Vikram,Verma,M,vikram.verma67@example.com,96920769564,Mumbai,MH,IN,Bronze,2025-06-22,35-44,True
68,Neha,Verma,F,neha.verma68@example.com,97862789322,Nagpur,MH,IN,Bronze,2025-03-28,25-34,True
69,Rajat,Iyer,M,rajat.iyer69@example.com,92330050352,Pune,MH,IN,Gold,2024-11-20,25-34,False
70,Sneha,Gupta,F,sneha.gupta70@example.com,99425259880,Visakhapatnam,AP,IN,Silver,2024-09-12,25-34,True
71,Neha,Iyer,F,neha.iyer71@example.com,97459842123,Surat,GJ,IN,Platinum,2024-09-04,45-54,True
72,Suresh,Das,M,suresh.das72@example.com,96294321999,Indore,MP,IN,Silver,2024-03-10,18-24,True
73,Sneha,Das,F,sneha.das73@example.com,93658231227,Bengaluru,KA,IN,Bronze,2024-07-03,25-34,False
74,Meera,Gupta,F,meera.gupta74@example.com,91995295698,Bengaluru,KA,IN,Platinum,2024-09-15,45-54,True
75,Ananya,Reddy,F,ananya.reddy75@example.com,91957775786,Jaipur,RJ,IN,Platinum,2024-01-14,35-44,True
76,Sneha,Gupta,F,sneha.gupta76@example.com,91260995528,Jaipur,RJ,IN,Bronze,2025-01-23,18-24,False
77,Rohit,Reddy,M,rohit.reddy77@example.com,99195744043,Bengaluru,KA,IN,Silver,2025-06-15,18-24,True
78,Aanya,Gupta,F,aanya.gupta78@example.com,98213336296,Bengaluru,KA,IN,Bronze,2024-01-22,45-54,True
79,Aanya,Khan,F,aanya.khan79@example.com,99350158870,Bengaluru,KA,IN,Silver,2025-05-09,45-54,True
80,Karthik,Gupta,M,karthik.gupta80@example.com,92124313113,Chennai,TN,IN,Silver,2025-02-11,35-44,True
81,Riya,Gupta,F,riya.gupta81@example.com,92396916931,Kochi,KL,IN,Silver,2024-01-31,18-24,False
82,Isha,Kulkarni,F,isha.kulkarni82@example.com,96503892453,Jaipur,RJ,IN,Bronze,2024-04-22,25-34,True
83,Riya,Gupta,F,riya.gupta83@example.com,97386204565,Lucknow,UP,IN,Bronze,2024-08-04,18-24,False
84,Vikram,Iyer,M,vikram.iyer84@example.com,98056728534,Pune,MH,IN,Silver,2024-02-23,25-34,True
85,Diya,Sharma,F,diya.sharma85@example.com,93712083692,Surat,GJ,IN,Silver,2024-11-09,35-44,False
86,Rahul,Khan,M,rahul.khan86@example.com,95575174645,Kolkata,WB,IN,Bronze,2025-02-12,25-34,True
87,Rahul,Das,M,rahul.das87@example.com,93502679911,Nagpur,MH,IN,Bronze,2024-12-24,25-34,True
88,Aarav,Sharma,M,aarav.sharma88@example.com,94679047984,Hyderabad,TS,IN,Bronze,2024-09-06,25-34,True
89,Rahul,Khan,M,rahul.khan89@example.com,94765600396,Lucknow,UP,IN,Bronze,2024-03-27,25-34,True
90,Diya,Gupta,F,diya.gupta90@example.com,96831536339,Pune,MH,IN,Silver,2024-05-11,25-34,False
91,Rohit,Verma,M,rohit.verma91@example.com,94882763756,Ahmedabad,GJ,IN,Silver,2024-11-03,25-34,False
92,Isha,Iyer,F,isha.iyer92@example.com,99289514774,Mumbai,MH,IN,Silver,2024-07-29,25-34,False
93,Kunal,Das,M,kunal.das93@example.com,98536441260,Pune,MH,IN,Bronze,2024-01-25,18-24,False
94,Vihaan,Das,M,vihaan.das94@example.com,93525502924,Lucknow,UP,IN,Bronze,2024-03-08,18-24,True
95,Sneha,Sharma,F,sneha.sharma95@example.com,91132145592,Hyderabad,TS,IN,Gold,2025-02-16,25-34,True
96,Sneha,Reddy,F,sneha.reddy96@example.com,92077053002,Bengaluru,KA,IN,Bronze,2025-05-15,55+,False
97,Meera,Patel,F,meera.patel97@example.com,93798653588,Kolkata,WB,IN,Silver,2024-03-25,25-34,True
98,Vikram,Das,M,vikram.das98@example.com,92881518927,Pune,MH,IN,Silver,2025-02-15,18-24,True
99,Priya,Reddy,F,priya.reddy99@example.com,99902197023,Mumbai,MH,IN,Silver,2024-04-27,55+,True
100,Rahul,Reddy,M,rahul.reddy100@example.com,94533154442,Kolkata,WB,IN,Bronze,2025-05-05,35-44,True
101,Kunal,Das,M,kunal.das101@example.com,92356056764,Chennai,TN,IN,Bronze,2024-05-22,18-24,True
102,Rahul,Verma,M,rahul.verma102@example.com,95411777881,Surat,GJ,IN,Silver,2025-06-13,25-34,True
103,Vikram,Patel,M,vikram.patel103@example.com,98592295462,Pune,MH,IN,Silver,2024-11-20,35-44,False
104,Kunal,Gupta,M,kunal.gupta104@example.com,94299475464,Hyderabad,TS,IN,Silver,2025-01-14,25-34,False
105,Rajat,Verma,M,rajat.verma105@example.com,97917648304,Hyderabad,TS,IN,Gold,2024-08-04,45-54,True
106,Ananya,Reddy,F,ananya.reddy106@example.com,94065317159,Hyderabad,TS,IN,Bronze,2024-10-21,25-34,True
107,Rajat,Das,M,rajat.das107@example.com,99256039052,Kochi,KL,IN,Silver,2024-08-16,25-34,True
108,Karthik,Patel,M,karthik.patel108@example.com,99347144125,Hyderabad,TS,IN,Bronze,2024-04-13,25-34,True
109,Karthik,Sharma,M,karthik.sharma109@example.com,93502198959,Nagpur,MH,IN,Silver,2024-11-03,55+,True
110,Arjun,Sharma,M,arjun.sharma110@example.com,97852893067,Jaipur,RJ,IN,Gold,2025-01-05,35-44,False
111,Diya,Gupta,F,diya.gupta111@example.com,98801212943,Kolkata,WB,IN,Bronze,2024-10-23,25-34,True
112,Diya,Kulkarni,F,diya.kulkarni112@example.com,99728336049,Pune,MH,IN,Platinum,2025-03-03,25-34,False
113,Pooja,Kulkarni,F,pooja.kulkarni113@example.com,94118435751,Hyderabad,TS,IN,Bronze,2024-06-22,35-44,True
114,Pooja,Sharma,F,pooja.sharma114@example.com,95184761105,Kolkata,WB,IN,Platinum,2024-01-24,25-34,False
115,Rajat,Kulkarni,M,rajat.kulkarni115@example.com,95999155390,Kochi,KL,IN,Gold,2024-06-04,45-54,True
116,Suresh,Singh,M,suresh.singh116@example.com,91438286250,Pune,MH,IN,Bronze,2025-06-24,35-44,False
117,Ananya,Gupta,F,ananya.gupta117@example.com,98789108931,Chennai,TN,IN,Silver,2024-08-17,18-24,True
118,Priya,Patel,F,priya.patel118@example.com,98723127740,Surat,GJ,IN,Bronze,2025-04-12,25-34,False
119,Kunal,Das,M,kunal.das119@example.com,94612200017,New Delhi,DL,IN,Gold,2024-12-22,18-24,False
120,Vihaan,Reddy,M,vihaan.reddy120@example.com,98680102039,Ahmedabad,GJ,IN,Bronze,2025-01-27,25-34,True
121,Rajat,Kulkarni,M,rajat.kulkarni121@example.com,98979018058,Bengaluru,KA,IN,Bronze,2025-01-31,25-34,False
122,Diya,Verma,F,diya.verma122@example.com,99988690329,Pune,MH,IN,Bronze,2024-02-19,25-34,True
123,Sneha,Singh,F,sneha.singh123@example.com,99978220334,Mumbai,MH,IN,Silver,2025-03-05,25-34,False
124,Suresh,Sharma,M,suresh.sharma124@example.com,92209302219,Indore,MP,IN,Bronze,2024-12-13,18-24,True
125,Rohit,Khan,M,rohit.khan125@example.com,95079519248,Chennai,TN,IN,Silver,2025-05-29,25-34,False
126,Isha,Das,F,isha.das126@example.com,95867709731,Nagpur,MH,IN,Bronze,2024-07-19,45-54,True
127,Karthik,Singh,M,karthik.singh127@example.com,99181583328,Jaipur,RJ,IN,Silver,2025-07-28,25-34,False
128,Karthik,Reddy,M,karthik.reddy128@example.com,93172348554,Surat,GJ,IN,Bronze,2025-03-09,18-24,False
129,Karthik,Singh,M,karthik.singh129@example.com,96053404549,Indore,MP,IN,Silver,2024-12-07,25-34,True
130,Diya,Patel,F,diya.patel130@example.com,97071377292,Chennai,TN,IN,Gold,2025-04-02,45-54,False
131,Vihaan,Sharma,M,vihaan.sharma131@example.com,96059536603,Visakhapatnam,AP,IN,Bronze,2024-09-06,55+,True
132,Karthik,Patel,M,karthik.patel132@example.com,91322584762,Chennai,TN,IN,Platinum,2025-01-16,18-24,True
133,Kunal,Kulkarni,M,kunal.kulkarni133@example.com,91589773905,Pune,MH,IN,Bronze,2024-06-03,25-34,True
134,Suresh,Gupta,M,suresh.gupta134@example.com,94460539401,Surat,GJ,IN,Bronze,2024-10-28,35-44,True
135,Kunal,Verma,M,kunal.verma135@example.com,94547131994,Ahmedabad,GJ,IN,Bronze,2024-03-29,18-24,False
136,Kunal,Reddy,M,kunal.reddy136@example.com,95573506201,Bengaluru,KA,IN,Bronze,2024-01-01,25-34,True
137,Priya,Singh,F,priya.singh137@example.com,98570833355,Hyderabad,TS,IN,Bronze,2024-05-13,18-24,True
138,Aanya,Khan,F,aanya.khan138@example.com,93054275878,Lucknow,UP,IN,Bronze,2024-07-07,45-54,True
139,Arjun,Singh,M,arjun.singh139@example.com,97404022373,Mumbai,MH,IN,Bronze,2024-12-18,18-24,False
140,Vikram,Verma,M,vikram.verma140@example.com,92694897773,Visakhapatnam,AP,IN,Bronze,2024-01-28,18-24,True
141,Rahul,Verma,M,rahul.verma141@example.com,96122908453,Hyderabad,TS,IN,Silver,2025-02-05,18-24,False
142,Diya,Sharma,F,diya.sharma142@example.com,92464691374,Indore,MP,IN,Silver,2025-05-11,45-54,True
143,Isha,Verma,F,isha.verma143@example.com,95090116872,Hyderabad,TS,IN,Silver,2025-06-15,25-34,False
144,Suresh,Kulkarni,M,suresh.kulkarni144@example.com,98192921699,Kochi,KL,IN,Silver,2025-07-29,18-24,True
145,Arjun,Iyer,M,arjun.iyer145@example.com,91702975537,Mumbai,MH,IN,Bronze,2025-03-05,18-24,True
146,Aanya,Singh,F,aanya.singh146@example.com,97372821120,New Delhi,DL,IN,Silver,2024-07-21,25-34,False
147,Aanya,Khan,F,aanya.khan147@example.com,92134237075,Pune,MH,IN,Bronze,2025-01-26,18-24,True
148,Meera,Sharma,F,meera.sharma148@example.com,91036068442,New Delhi,DL,IN,Bronze,2025-02-08,55+,True
149,Karthik,Iyer,M,karthik.iyer149@example.com,99075719796,Jaipur,RJ,IN,Gold,2024-08-30,35-44,True
150,Arjun,Gupta,M,arjun.gupta150@example.com,96351108479,Nagpur,MH,IN,Bronze,2024-11-09,35-44,False
151,Arjun,Patel,M,arjun.patel151@example.com,96361423971,Indore,MP,IN,Bronze,2025-05-09,18-24,True
152,Priya,Reddy,F,priya.reddy152@example.com,94565498500,Mumbai,MH,IN,Silver,2025-05-25,35-44,True
153,Ananya,Iyer,F,ananya.iyer153@example.com,99850753682,Lucknow,UP,IN,Bronze,2025-06-23,18-24,False
154,Rohit,Singh,M,rohit.singh154@example.com,94671652872,Mumbai,MH,IN,Bronze,2024-10-27,45-54,True
155,Diya,Iyer,F,diya.iyer155@example.com,92344367407,Nagpur,MH,IN,Platinum,2024-06-03,18-24,False
156,Aanya,Das,F,aanya.das156@example.com,92909326667,Pune,MH,IN,Bronze,2024-04-14,35-44,False
157,Rohit,Das,M,rohit.das157@example.com,95653175381,New Delhi,DL,IN,Silver,2025-01-16,35-44,True
158,Kunal,Gupta,M,kunal.gupta158@example.com,99135759616,Pune,MH,IN,Gold,2025-03-02,35-44,True
159,Aarav,Gupta,M,aarav.gupta159@example.com,97692403285,Kolkata,WB,IN,Bronze,2024-05-02,25-34,False
160,Ananya,Singh,F,ananya.singh160@example.com,94551668992,Nagpur,MH,IN,Bronze,2025-07-25,25-34,True
161,Vihaan,Singh,M,vihaan.singh161@example.com,96415972802,New Delhi,DL,IN,Gold,2024-10-21,18-24,True
162,Karthik,Iyer,M,karthik.iyer162@example.com,92179978237,Surat,GJ,IN,Bronze,2024-09-30,35-44,True
163,Sneha,Khan,F,sneha.khan163@example.com,93192370707,Hyderabad,TS,IN,Bronze,2024-10-03,45-54,True
164,Vihaan,Singh,M,vihaan.singh164@example.com,92671895213,Mumbai,MH,IN,Silver,2025-03-16,25-34,True
165,Rajat,Singh,M,rajat.singh165@example.com,95333422062,Hyderabad,TS,IN,Platinum,2024-05-22,25-34,True
166,Vihaan,Kulkarni,M,vihaan.kulkarni166@example.com,93652965545,Kolkata,WB,IN,Silver,2025-01-16,45-54,False
167,Ananya,Khan,F,ananya.khan167@example.com,99841300146,Kolkata,WB,IN,Platinum,2024-12-09,18-24,True
168,Pooja,Verma,F,pooja.verma168@example.com,91872800998,Bengaluru,KA,IN,Gold,2024-02-11,25-34,True
169,Rahul,Kulkarni,M,rahul.kulkarni169@example.com,93279299269,Pune,MH,IN,Bronze,2024-03-03,25-34,False
170,Kunal,Reddy,M,kunal.reddy170@example.com,94341273733,Visakhapatnam,AP,IN,Bronze,2025-05-12,35-44,False
171,Rahul,Reddy,M,rahul.reddy171@example.com,99473849709,Kochi,KL,IN,Bronze,2024-05-16,18-24,True
172,Sneha,Gupta,F,sneha.gupta172@example.com,92615428650,New Delhi,DL,IN,Bronze,2025-06-07,25-34,True
173,Priya,Sharma,F,priya.sharma173@example.com,98662011843,Surat,GJ,IN,Gold,2025-03-12,25-34,True
174,Suresh,Kulkarni,M,suresh.kulkarni174@example.com,92451286565,New Delhi,DL,IN,Gold,2024-07-17,45-54,False
175,Vihaan,Singh,M,vihaan.singh175@example.com,95415471239,Kochi,KL,IN,Silver,2024-08-17,25-34,True
176,Kunal,Iyer,M,kunal.iyer176@example.com,99570247441,New Delhi,DL,IN,Bronze,2024-11-09,55+,True
177,Priya,Singh,F,priya.singh177@example.com,92869455279,Kochi,KL,IN,Bronze,2025-05-25,18-24,False
178,Arjun,Gupta,M,arjun.gupta178@example.com,96473162906,Kolkata,WB,IN,Bronze,2024-01-18,25-34,True
179,Rahul,Patel,M,rahul.patel179@example.com,99897435085,Jaipur,RJ,IN,Gold,2025-04-22,25-34,True
180,Pooja,Singh,F,pooja.singh180@example.com,94072483606,Kolkata,WB,IN,Bronze,2025-03-09,25-34,False
181,Sneha,Reddy,F,sneha.reddy181@example.com,97757547261,Chennai,TN,IN,Silver,2025-04-28,45-54,True
182,Neha,Gupta,F,neha.gupta182@example.com,91020778953,Kolkata,WB,IN,Platinum,2024-05-03,25-34,True
183,Rajat,Kulkarni,M,rajat.kulkarni183@example.com,92161270514,Surat,GJ,IN,Bronze,2025-04-04,25-34,False
184,Suresh,Das,M,suresh.das184@example.com,97535621154,Ahmedabad,GJ,IN,Bronze,2025-01-04,35-44,True
185,Vikram,Gupta,M,vikram.gupta185@example.com,99550549850,Kochi,KL,IN,Bronze,2024-11-20,35-44,False
186,Vikram,Patel,M,vikram.patel186@example.com,95046694195,Surat,GJ,IN,Gold,2024-04-13,35-44,False
187,Vihaan,Singh,M,vihaan.singh187@example.com,96939961468,Kochi,KL,IN,Bronze,2024-07-29,25-34,False
188,Rajat,Khan,M,rajat.khan188@example.com,96056370370,Bengaluru,KA,IN,Silver,2025-07-07,25-34,False
189,Rohit,Singh,M,rohit.singh189@example.com,96823646182,Pune,MH,IN,Bronze,2025-02-10,25-34,True
190,Rohit,Patel,M,rohit.patel190@example.com,97007409307,Hyderabad,TS,IN,Silver,2024-08-26,35-44,True
191,Aarav,Gupta,M,aarav.gupta191@example.com,92780288625,Ahmedabad,GJ,IN,Silver,2025-07-02,18-24,False
192,Rajat,Sharma,M,rajat.sharma192@example.com,93476372730,Ahmedabad,GJ,IN,Bronze,2025-05-17,25-34,False
193,Priya,Kulkarni,F,priya.kulkarni193@example.com,92822701671,Pune,MH,IN,Silver,2024-11-14,55+,True
194,Rahul,Das,M,rahul.das194@example.com,96629303411,Kolkata,WB,IN,Bronze,2025-02-13,55+,True
195,Meera,Patel,F,meera.patel195@example.com,91209048241,Surat,GJ,IN,Bronze,2025-02-13,25-34,True
196,Aanya,Sharma,F,aanya.sharma196@example.com,98685859384,Lucknow,UP,IN,Bronze,2025-05-26,25-34,True
197,Priya,Gupta,F,priya.gupta197@example.com,94007001402,Mumbai,MH,IN,Bronze,2024-08-23,45-54,False
198,Sneha,Das,F,sneha.das198@example.com,97704923731,Hyderabad,TS,IN,Silver,2025-06-17,35-44,True
199,Karthik,Gupta,M,karthik.gupta199@example.com,93162036485,Indore,MP,IN,Silver,2025-01-05,18-24,True
200,Vihaan,Das,M,vihaan.das200@example.com,92969709478,Mumbai,MH,IN,Gold,2024-06-17,45-54,True
201,Vikram,Verma,M,vikram.verma201@example.com,94025169716,Kochi,KL,IN,Silver,2024-03-19,18-24,False
202,Rajat,Khan,M,rajat.khan202@example.com,94510563311,Lucknow,UP,IN,Platinum,2025-05-05,18-24,True
203,Vikram,Kulkarni,M,vikram.kulkarni203@example.com,96577016733,Nagpur,MH,IN,Gold,2024-06-18,18-24,True
204,Sneha,Iyer,F,sneha.iyer204@example.com,93435689370,Nagpur,MH,IN,Gold,2025-07-26,35-44,True
205,Sneha,Das,F,sneha.das205@example.com,92587207419,Indore,MP,IN,Bronze,2024-10-22,25-34,False
206,Isha,Das,F,isha.das206@example.com,99928378048,Ahmedabad,GJ,IN,Platinum,2024-11-18,25-34,True
207,Neha,Gupta,F,neha.gupta207@example.com,99789976702,Nagpur,MH,IN,Bronze,2024-06-22,25-34,True
208,Neha,Verma,F,neha.verma208@example.com,94180039255,Ahmedabad,GJ,IN,Silver,2024-09-26,45-54,False
209,Rohit,Singh,M,rohit.singh209@example.com,93893911139,Ahmedabad,GJ,IN,Silver,2025-02-21,25-34,False
210,Vihaan,Singh,M,vihaan.singh210@example.com,98911619016,Pune,MH,IN,Bronze,2025-04-13,18-24,True
211,Kunal,Khan,M,kunal.khan211@example.com,91475263912,New Delhi,DL,IN,Bronze,2024-02-20,35-44,True
212,Sneha,Sharma,F,sneha.sharma212@example.com,98408145855,Mumbai,MH,IN,Bronze,2024-09-11,18-24,False
213,Isha,Gupta,F,isha.gupta213@example.com,95850475895,Kolkata,WB,IN,Gold,2024-01-26,25-34,False
214,Arjun,Gupta,M,arjun.gupta214@example.com,97770960229,Bengaluru,KA,IN,Silver,2024-02-24,35-44,True
215,Rahul,Iyer,M,rahul.iyer215@example.com,92972702948,New Delhi,DL,IN,Bronze,2025-01-13,18-24,True
216,Karthik,Das,M,karthik.das216@example.com,92578118602,Kolkata,WB,IN,Gold,2025-03-14,25-34,False
217,Aarav,Gupta,M,aarav.gupta217@example.com,96881858430,Nagpur,MH,IN,Bronze,2025-06-20,45-54,False
218,Priya,Iyer,F,priya.iyer218@example.com,92730706111,Indore,MP,IN,Bronze,2024-08-17,35-44,True
219,Pooja,Reddy,F,pooja.reddy219@example.com,96097785856,Nagpur,MH,IN,Silver,2024-08-12,35-44,True
220,Rajat,Iyer,M,rajat.iyer220@example.com,96414026071,Ahmedabad,GJ,IN,Bronze,2025-04-28,18-24,True
221,Aanya,Khan,F,aanya.khan221@example.com,98439503361,Chennai,TN,IN,Silver,2024-04-02,18-24,True
222,Rahul,Iyer,M,rahul.iyer222@example.com,96076856232,Kochi,KL,IN,Silver,2024-08-13,18-24,True
223,Karthik,Kulkarni,M,karthik.kulkarni223@example.com,99050603478,Indore,MP,IN,Silver,2025-03-30,45-54,True
224,Rohit,Das,M,rohit.das224@example.com,99419877493,Pune,MH,IN,Bronze,2024-04-10,18-24,True
225,Kunal,Iyer,M,kunal.iyer225@example.com,97115743082,Ahmedabad,GJ,IN,Bronze,2025-06-05,18-24,True
226,Aarav,Iyer,M,aarav.iyer226@example.com,92212228224,New Delhi,DL,IN,Gold,2024-02-27,25-34,True
227,Rahul,Patel,M,rahul.patel227@example.com,94216326611,Nagpur,MH,IN,Bronze,2025-06-26,18-24,False
228,Riya,Patel,F,riya.patel228@example.com,91898479514,Jaipur,RJ,IN,Bronze,2024-12-22,18-24,True
229,Karthik,Reddy,M,karthik.reddy229@example.com,98671440860,Indore,MP,IN,Silver,2024-03-01,25-34,False
230,Rahul,Kulkarni,M,rahul.kulkarni230@example.com,94611384677,Jaipur,RJ,IN,Bronze,2025-04-23,55+,True
